LAST SEEN   TYPE      REASON                 OBJECT                                           MESSAGE
38m         Normal    Created                pod/tcc-api-bluegreen-787bdcb856-hln8h           Created container: tcc-api
38m         Normal    Pulled                 pod/tcc-api-bluegreen-787bdcb856-hln8h           Container image "gabrieldores/tcc-api:v1" already present on machine
38m         Normal    Pulled                 pod/tcc-api-bluegreen-787bdcb856-njxbw           Container image "gabrieldores/tcc-api:v1" already present on machine
38m         Normal    Started                pod/tcc-api-bluegreen-787bdcb856-njxbw           Started container tcc-api
38m         Normal    Created                pod/tcc-api-bluegreen-787bdcb856-njxbw           Created container: tcc-api
38m         Normal    Started                pod/tcc-api-bluegreen-787bdcb856-d82k8           Started container tcc-api
38m         Normal    Created                pod/tcc-api-bluegreen-787bdcb856-d82k8           Created container: tcc-api
38m         Normal    Created                pod/tcc-api-bluegreen-787bdcb856-5f5bc           Created container: tcc-api
38m         Normal    AnalysisRunRunning     rollout/tcc-api-bluegreen                        PrePromotion Analysis Run 'tcc-api-bluegreen-787bdcb856-8-pre' Status New: 'Running' Previous: ''
38m         Normal    Killing                pod/tcc-api-bluegreen-787bdcb856-njxbw           Stopping container tcc-api
38m         Normal    SuccessfulCreate       replicaset/tcc-api-bluegreen-787bdcb856          Created pod: tcc-api-bluegreen-787bdcb856-sgpkv
38m         Normal    Created                pod/tcc-api-bluegreen-787bdcb856-sgpkv           Created container: tcc-api
38m         Normal    Pulled                 pod/tcc-api-bluegreen-787bdcb856-sgpkv           Container image "gabrieldores/tcc-api:v1" already present on machine
38m         Normal    Started                pod/tcc-api-bluegreen-787bdcb856-sgpkv           Started container tcc-api
37m         Normal    MetricSuccessful       analysisrun/tcc-api-bluegreen-787bdcb856-8-pre   Metric 'success-rate' Completed. Result: Successful
37m         Warning   AnalysisRunError       analysisrun/tcc-api-bluegreen-787bdcb856-8-pre   Analysis Completed. Result: Error
37m         Warning   RolloutAborted         rollout/tcc-api-bluegreen                        Rollout aborted update to revision 8: Blue/green pre-promotion analysis phase error/failed: Metric "error-rate" assessed Error due to consecutiveErrors (5) > consecutiveErrorLimit (4): "Error Message: reflect: slice index out of range"
37m         Warning   AnalysisRunError       rollout/tcc-api-bluegreen                        PrePromotion Analysis Run 'tcc-api-bluegreen-787bdcb856-8-pre' Status New: 'Error' Previous: 'Running'
37m         Warning   MetricError            analysisrun/tcc-api-bluegreen-787bdcb856-8-pre   Metric 'error-rate' Completed. Result: Error
37m         Normal    MetricSuccessful       analysisrun/tcc-api-bluegreen-787bdcb856-8-pre   Metric 'latency-p95' Completed. Result: Successful
37m         Normal    Killing                pod/tcc-api-bluegreen-787bdcb856-d82k8           Stopping container tcc-api
37m         Normal    ScalingReplicaSet      rollout/tcc-api-bluegreen                        Scaled down ReplicaSet tcc-api-bluegreen-787bdcb856 (revision 8) from 4 to 0
37m         Normal    SuccessfulDelete       replicaset/tcc-api-bluegreen-787bdcb856          Deleted pod: tcc-api-bluegreen-787bdcb856-sgpkv
37m         Normal    Killing                pod/tcc-api-bluegreen-787bdcb856-hln8h           Stopping container tcc-api
37m         Normal    Killing                pod/tcc-api-bluegreen-787bdcb856-sgpkv           Stopping container tcc-api
37m         Normal    Killing                pod/tcc-api-bluegreen-787bdcb856-5f5bc           Stopping container tcc-api
