LAST SEEN   TYPE      REASON                 OBJECT                                           MESSAGE
13m         Normal    Scheduled              pod/tcc-api-bluegreen-787bdcb856-xwfz6           Successfully assigned app-tcc/tcc-api-bluegreen-787bdcb856-xwfz6 to vmi3069651
31s         Normal    Scheduled              pod/tcc-api-bluegreen-86c5dc54d7-ghhx6           Successfully assigned app-tcc/tcc-api-bluegreen-86c5dc54d7-ghhx6 to vmi3069651
13m         Normal    Scheduled              pod/tcc-api-bluegreen-787bdcb856-4b4sh           Successfully assigned app-tcc/tcc-api-bluegreen-787bdcb856-4b4sh to vmi3069651
12m         Normal    Scheduled              pod/tcc-api-canary-86c5dc54d7-7s5rb              Successfully assigned app-tcc/tcc-api-canary-86c5dc54d7-7s5rb to vmi3069651
58s         Normal    Scheduled              pod/tcc-api-canary-787bdcb856-26ngf              Successfully assigned app-tcc/tcc-api-canary-787bdcb856-26ngf to vmi3069651
13m         Normal    Scheduled              pod/tcc-api-bluegreen-787bdcb856-zfxpg           Successfully assigned app-tcc/tcc-api-bluegreen-787bdcb856-zfxpg to vmi3069651
13m         Normal    Scheduled              pod/tcc-api-bluegreen-787bdcb856-jlmq8           Successfully assigned app-tcc/tcc-api-bluegreen-787bdcb856-jlmq8 to vmi3069651
20m         Normal    Scheduled              pod/tcc-api-canary-787bdcb856-xdlmf              Successfully assigned app-tcc/tcc-api-canary-787bdcb856-xdlmf to vmi3069651
20m         Normal    RolloutUpdated         rollout/tcc-api-canary                           Rollout updated to revision 8
20m         Normal    RolloutNotCompleted    rollout/tcc-api-canary                           Rollout not completed, started update to revision 8 (787bdcb856)
20m         Normal    NewReplicaSetCreated   rollout/tcc-api-canary                           Created ReplicaSet tcc-api-canary-787bdcb856 (revision 8)
20m         Normal    ScalingReplicaSet      rollout/tcc-api-canary                           Scaled up ReplicaSet tcc-api-canary-787bdcb856 (revision 8) from 0 to 1
20m         Normal    SuccessfulCreate       replicaset/tcc-api-canary-787bdcb856             Created pod: tcc-api-canary-787bdcb856-xdlmf
20m         Normal    Pulled                 pod/tcc-api-canary-787bdcb856-xdlmf              Container image "gabrieldores/tcc-api:v1" already present on machine
20m         Normal    Started                pod/tcc-api-canary-787bdcb856-xdlmf              Started container tcc-api
20m         Normal    Created                pod/tcc-api-canary-787bdcb856-xdlmf              Created container: tcc-api
19m         Normal    AnalysisRunRunning     rollout/tcc-api-canary                           Step Analysis Run 'tcc-api-canary-787bdcb856-8-2' Status New: 'Running' Previous: ''
19m         Normal    MetricSuccessful       analysisrun/tcc-api-canary-787bdcb856-8-2        Metric 'latency-p95' Completed. Result: Successful
19m         Warning   MetricError            analysisrun/tcc-api-canary-787bdcb856-8-2        Metric 'error-rate' Completed. Result: Error
19m         Normal    MetricSuccessful       analysisrun/tcc-api-canary-787bdcb856-8-2        Metric 'success-rate' Completed. Result: Successful
19m         Warning   AnalysisRunError       analysisrun/tcc-api-canary-787bdcb856-8-2        Analysis Completed. Result: Error
19m         Warning   AnalysisRunError       rollout/tcc-api-canary                           Step Analysis Run 'tcc-api-canary-787bdcb856-8-2' Status New: 'Error' Previous: 'Running'
19m         Warning   RolloutAborted         rollout/tcc-api-canary                           Rollout aborted update to revision 8: Step-based analysis phase error/failed: Metric "error-rate" assessed Error due to consecutiveErrors (5) > consecutiveErrorLimit (4): "Error Message: reflect: slice index out of range"
19m         Normal    SuccessfulDelete       replicaset/tcc-api-canary-787bdcb856             Deleted pod: tcc-api-canary-787bdcb856-xdlmf
19m         Normal    ScalingReplicaSet      rollout/tcc-api-canary                           Scaled down ReplicaSet tcc-api-canary-787bdcb856 (revision 8) from 1 to 0
19m         Normal    Killing                pod/tcc-api-canary-787bdcb856-xdlmf              Stopping container tcc-api
13m         Normal    NewReplicaSetCreated   rollout/tcc-api-bluegreen                        Created ReplicaSet tcc-api-bluegreen-787bdcb856 (revision 4)
13m         Normal    RolloutUpdated         rollout/tcc-api-bluegreen                        Rollout updated to revision 4
13m         Normal    SkipSteps              rollout/tcc-api-canary                           Rollback to stable ReplicaSets
13m         Normal    RolloutUpdated         rollout/tcc-api-canary                           Rollout updated to revision 9
13m         Normal    SuccessfulCreate       replicaset/tcc-api-bluegreen-787bdcb856          Created pod: tcc-api-bluegreen-787bdcb856-4b4sh
13m         Normal    SuccessfulCreate       replicaset/tcc-api-bluegreen-787bdcb856          Created pod: tcc-api-bluegreen-787bdcb856-jlmq8
13m         Normal    SuccessfulCreate       replicaset/tcc-api-bluegreen-787bdcb856          Created pod: tcc-api-bluegreen-787bdcb856-xwfz6
13m         Normal    ScalingReplicaSet      rollout/tcc-api-bluegreen                        Scaled up ReplicaSet tcc-api-bluegreen-787bdcb856 (revision 4) from 0 to 4
13m         Normal    RolloutNotCompleted    rollout/tcc-api-bluegreen                        Rollout not completed, started update to revision 4 (787bdcb856)
13m         Normal    SuccessfulCreate       replicaset/tcc-api-bluegreen-787bdcb856          Created pod: tcc-api-bluegreen-787bdcb856-zfxpg
13m         Normal    SwitchService          rollout/tcc-api-bluegreen                        Switched selector for service 'tcc-api-preview' from '86c5dc54d7' to '787bdcb856'
13m         Normal    Created                pod/tcc-api-bluegreen-787bdcb856-zfxpg           Created container: tcc-api
