LAST SEEN   TYPE      REASON                 OBJECT                                           MESSAGE
13m         Normal    Pulled                 pod/tcc-api-bluegreen-787bdcb856-jlmq8           Container image "gabrieldores/tcc-api:v1" already present on machine
13m         Normal    Created                pod/tcc-api-bluegreen-787bdcb856-xwfz6           Created container: tcc-api
13m         Normal    Pulled                 pod/tcc-api-bluegreen-787bdcb856-zfxpg           Container image "gabrieldores/tcc-api:v1" already present on machine
13m         Normal    Created                pod/tcc-api-bluegreen-787bdcb856-4b4sh           Created container: tcc-api
13m         Normal    Pulled                 pod/tcc-api-bluegreen-787bdcb856-4b4sh           Container image "gabrieldores/tcc-api:v1" already present on machine
13m         Normal    Created                pod/tcc-api-bluegreen-787bdcb856-jlmq8           Created container: tcc-api
13m         Normal    Pulled                 pod/tcc-api-bluegreen-787bdcb856-xwfz6           Container image "gabrieldores/tcc-api:v1" already present on machine
13m         Normal    Started                pod/tcc-api-bluegreen-787bdcb856-jlmq8           Started container tcc-api
13m         Normal    Started                pod/tcc-api-bluegreen-787bdcb856-xwfz6           Started container tcc-api
13m         Normal    Started                pod/tcc-api-bluegreen-787bdcb856-4b4sh           Started container tcc-api
13m         Normal    Started                pod/tcc-api-bluegreen-787bdcb856-zfxpg           Started container tcc-api
12m         Normal    AnalysisRunRunning     rollout/tcc-api-bluegreen                        PrePromotion Analysis Run 'tcc-api-bluegreen-787bdcb856-4-pre' Status New: 'Running' Previous: ''
12m         Normal    Killing                pod/tcc-api-canary-86c5dc54d7-wzxq2              Stopping container tcc-api
12m         Normal    SuccessfulCreate       replicaset/tcc-api-canary-86c5dc54d7             Created pod: tcc-api-canary-86c5dc54d7-7s5rb
12m         Normal    Pulled                 pod/tcc-api-canary-86c5dc54d7-7s5rb              Container image "gabrieldores/tcc-api:v1" already present on machine
12m         Normal    Started                pod/tcc-api-canary-86c5dc54d7-7s5rb              Started container tcc-api
12m         Normal    Created                pod/tcc-api-canary-86c5dc54d7-7s5rb              Created container: tcc-api
12m         Warning   MetricError            analysisrun/tcc-api-bluegreen-787bdcb856-4-pre   Metric 'error-rate' Completed. Result: Error
12m         Normal    MetricSuccessful       analysisrun/tcc-api-bluegreen-787bdcb856-4-pre   Metric 'success-rate' Completed. Result: Successful
12m         Normal    MetricSuccessful       analysisrun/tcc-api-bluegreen-787bdcb856-4-pre   Metric 'latency-p95' Completed. Result: Successful
12m         Warning   AnalysisRunError       analysisrun/tcc-api-bluegreen-787bdcb856-4-pre   Analysis Completed. Result: Error
12m         Warning   AnalysisRunError       rollout/tcc-api-bluegreen                        PrePromotion Analysis Run 'tcc-api-bluegreen-787bdcb856-4-pre' Status New: 'Error' Previous: 'Running'
12m         Warning   RolloutAborted         rollout/tcc-api-bluegreen                        Rollout aborted update to revision 4: Blue/green pre-promotion analysis phase error/failed: Metric "error-rate" assessed Error due to consecutiveErrors (5) > consecutiveErrorLimit (4): "Error Message: reflect: slice index out of range"
11m         Normal    Killing                pod/tcc-api-bluegreen-787bdcb856-jlmq8           Stopping container tcc-api
11m         Normal    SuccessfulDelete       replicaset/tcc-api-bluegreen-787bdcb856          Deleted pod: tcc-api-bluegreen-787bdcb856-4b4sh
11m         Normal    SuccessfulDelete       replicaset/tcc-api-bluegreen-787bdcb856          Deleted pod: tcc-api-bluegreen-787bdcb856-zfxpg
11m         Normal    Killing                pod/tcc-api-bluegreen-787bdcb856-zfxpg           Stopping container tcc-api
11m         Normal    Killing                pod/tcc-api-bluegreen-787bdcb856-xwfz6           Stopping container tcc-api
11m         Normal    Killing                pod/tcc-api-bluegreen-787bdcb856-4b4sh           Stopping container tcc-api
11m         Normal    ScalingReplicaSet      rollout/tcc-api-bluegreen                        Scaled down ReplicaSet tcc-api-bluegreen-787bdcb856 (revision 4) from 4 to 0
11m         Normal    SuccessfulDelete       replicaset/tcc-api-bluegreen-787bdcb856          Deleted pod: tcc-api-bluegreen-787bdcb856-jlmq8
11m         Normal    SuccessfulDelete       replicaset/tcc-api-bluegreen-787bdcb856          Deleted pod: tcc-api-bluegreen-787bdcb856-xwfz6
6m41s       Normal    RolloutUpdated         rollout/tcc-api-bluegreen                        Rollout updated to revision 5
6m41s       Normal    SwitchService          rollout/tcc-api-bluegreen                        Switched selector for service 'tcc-api-preview' from '787bdcb856' to '86c5dc54d7'
61s         Normal    RolloutUpdated         rollout/tcc-api-canary                           Rollout updated to revision 10
61s         Normal    RolloutNotCompleted    rollout/tcc-api-canary                           Rollout not completed, started update to revision 10 (787bdcb856)
59s         Normal    ScalingReplicaSet      rollout/tcc-api-canary                           Scaled up ReplicaSet tcc-api-canary-787bdcb856 (revision 10) from 0 to 1
58s         Normal    SuccessfulCreate       replicaset/tcc-api-canary-787bdcb856             Created pod: tcc-api-canary-787bdcb856-26ngf
57s         Normal    Started                pod/tcc-api-canary-787bdcb856-26ngf              Started container tcc-api
57s         Normal    Pulled                 pod/tcc-api-canary-787bdcb856-26ngf              Container image "gabrieldores/tcc-api:v1" already present on machine
57s         Normal    Created                pod/tcc-api-canary-787bdcb856-26ngf              Created container: tcc-api
45s         Normal    RolloutStepCompleted   rollout/tcc-api-canary                           Rollout step 1/6 completed (setWeight: 20)
44s         Normal    RolloutPaused          rollout/tcc-api-canary                           Rollout is paused (CanaryPauseStep)
32s         Normal    Killing                pod/tcc-api-bluegreen-86c5dc54d7-ld76c           Stopping container tcc-api
32s         Normal    SuccessfulCreate       replicaset/tcc-api-bluegreen-86c5dc54d7          Created pod: tcc-api-bluegreen-86c5dc54d7-ghhx6
31s         Normal    Pulled                 pod/tcc-api-bluegreen-86c5dc54d7-ghhx6           Container image "gabrieldores/tcc-api:v1" already present on machine
31s         Normal    Created                pod/tcc-api-bluegreen-86c5dc54d7-ghhx6           Created container: tcc-api
30s         Normal    Started                pod/tcc-api-bluegreen-86c5dc54d7-ghhx6           Started container tcc-api
14s         Normal    RolloutResumed         rollout/tcc-api-canary                           Rollout is resumed
14s         Normal    RolloutStepCompleted   rollout/tcc-api-canary                           Rollout step 2/6 completed (pause: 30s)
12s         Normal    AnalysisRunRunning     rollout/tcc-api-canary                           Step Analysis Run 'tcc-api-canary-787bdcb856-10-2' Status New: 'Running' Previous: ''
