LAST SEEN   TYPE      REASON                    OBJECT                                           MESSAGE
18m         Normal    ScalingReplicaSet         rollout/tcc-api-canary                           Scaled down ReplicaSet tcc-api-canary-b669fbb57 (revision 11) from 1 to 0
17m         Normal    Killing                   pod/tcc-api-bluegreen-787bdcb856-mphsd           Stopping container tcc-api
17m         Normal    SuccessfulDelete          replicaset/tcc-api-bluegreen-787bdcb856          Deleted pod: tcc-api-bluegreen-787bdcb856-6hbwq
17m         Normal    SuccessfulDelete          replicaset/tcc-api-bluegreen-787bdcb856          Deleted pod: tcc-api-bluegreen-787bdcb856-f8jbt
17m         Normal    SuccessfulDelete          replicaset/tcc-api-bluegreen-787bdcb856          Deleted pod: tcc-api-bluegreen-787bdcb856-mphsd
17m         Normal    Killing                   pod/tcc-api-bluegreen-787bdcb856-r927n           Stopping container tcc-api
17m         Normal    Killing                   pod/tcc-api-bluegreen-787bdcb856-f8jbt           Stopping container tcc-api
17m         Normal    ScalingReplicaSet         rollout/tcc-api-bluegreen                        Scaled down ReplicaSet tcc-api-bluegreen-787bdcb856 (revision 6) from 4 to 0
17m         Normal    Killing                   pod/tcc-api-bluegreen-787bdcb856-6hbwq           Stopping container tcc-api
17m         Normal    SuccessfulDelete          replicaset/tcc-api-bluegreen-787bdcb856          Deleted pod: tcc-api-bluegreen-787bdcb856-r927n
13m         Normal    RolloutUpdated            rollout/tcc-api-bluegreen                        Rollout updated to revision 7
13m         Normal    SwitchService             rollout/tcc-api-bluegreen                        Switched selector for service 'tcc-api-preview' from '787bdcb856' to '86c5dc54d7'
10m         Normal    RolloutUpdated            rollout/tcc-api-canary                           Rollout updated to revision 12
10m         Normal    SuccessfulCreate          replicaset/tcc-api-canary-787bdcb856             Created pod: tcc-api-canary-787bdcb856-v9s66
10m         Normal    Pulled                    pod/tcc-api-canary-787bdcb856-v9s66              Container image "gabrieldores/tcc-api:v1" already present on machine
10m         Normal    Created                   pod/tcc-api-canary-787bdcb856-v9s66              Created container: tcc-api
10m         Normal    Started                   pod/tcc-api-canary-787bdcb856-v9s66              Started container tcc-api
10m         Normal    Killing                   pod/tcc-api-canary-86c5dc54d7-74d5r              Stopping container tcc-api
10m         Normal    SuccessfulCreate          replicaset/tcc-api-canary-86c5dc54d7             Created pod: tcc-api-canary-86c5dc54d7-qpjhd
10m         Normal    Started                   pod/tcc-api-canary-86c5dc54d7-qpjhd              Started container tcc-api
10m         Normal    Created                   pod/tcc-api-canary-86c5dc54d7-qpjhd              Created container: tcc-api
10m         Normal    Pulled                    pod/tcc-api-canary-86c5dc54d7-qpjhd              Container image "gabrieldores/tcc-api:v1" already present on machine
8m8s        Normal    MetricSuccessful          analysisrun/tcc-api-canary-787bdcb856-12-2       Metric 'latency-p95' Completed. Result: Successful
8m8s        Normal    MetricSuccessful          analysisrun/tcc-api-canary-787bdcb856-12-2       Metric 'success-rate' Completed. Result: Successful
7m48s       Warning   AnalysisRunFailed         analysisrun/tcc-api-canary-787bdcb856-12-2       Analysis Completed. Result: Failed
7m48s       Warning   MetricFailed              analysisrun/tcc-api-canary-787bdcb856-12-2       Metric 'error-rate' Completed. Result: Failed
7m47s       Warning   AnalysisRunFailed         rollout/tcc-api-canary                           Step Analysis Run 'tcc-api-canary-787bdcb856-12-2' Status New: 'Failed' Previous: 'Running'
7m47s       Warning   RolloutAborted            rollout/tcc-api-canary                           Rollout aborted update to revision 12: Step-based analysis phase error/failed: Metric "error-rate" assessed Failed due to failed (3) > failureLimit (2)
7m46s       Normal    Killing                   pod/tcc-api-canary-787bdcb856-v9s66              Stopping container tcc-api
7m46s       Normal    SuccessfulDelete          replicaset/tcc-api-canary-787bdcb856             Deleted pod: tcc-api-canary-787bdcb856-v9s66
7m46s       Normal    ScalingReplicaSet         rollout/tcc-api-canary                           Scaled down ReplicaSet tcc-api-canary-787bdcb856 (revision 12) from 1 to 0
60s         Normal    RolloutUpdated            rollout/tcc-api-bluegreen                        Rollout updated to revision 8
60s         Normal    SwitchService             rollout/tcc-api-bluegreen                        Switched selector for service 'tcc-api-preview' from '86c5dc54d7' to '787bdcb856'
60s         Normal    ScalingReplicaSet         rollout/tcc-api-bluegreen                        Scaled up ReplicaSet tcc-api-bluegreen-787bdcb856 (revision 8) from 0 to 4
60s         Normal    RolloutNotCompleted       rollout/tcc-api-bluegreen                        Rollout not completed, started update to revision 8 (787bdcb856)
59s         Normal    SuccessfulCreate          replicaset/tcc-api-bluegreen-787bdcb856          Created pod: tcc-api-bluegreen-787bdcb856-hln8h
59s         Normal    SuccessfulCreate          replicaset/tcc-api-bluegreen-787bdcb856          Created pod: tcc-api-bluegreen-787bdcb856-njxbw
59s         Normal    SuccessfulCreate          replicaset/tcc-api-bluegreen-787bdcb856          Created pod: tcc-api-bluegreen-787bdcb856-d82k8
59s         Normal    SuccessfulCreate          replicaset/tcc-api-bluegreen-787bdcb856          Created pod: tcc-api-bluegreen-787bdcb856-5f5bc
58s         Normal    Created                   pod/tcc-api-bluegreen-787bdcb856-njxbw           Created container: tcc-api
58s         Normal    Started                   pod/tcc-api-bluegreen-787bdcb856-njxbw           Started container tcc-api
58s         Normal    Created                   pod/tcc-api-bluegreen-787bdcb856-hln8h           Created container: tcc-api
