LAST SEEN   TYPE     REASON                    OBJECT                                       MESSAGE
58s         Normal   Started                   pod/tcc-api-bluegreen-787bdcb856-bksz2       Started container tcc-api
58s         Normal   Started                   pod/tcc-api-bluegreen-787bdcb856-kc8cp       Started container tcc-api
58s         Normal   Pulled                    pod/tcc-api-bluegreen-787bdcb856-kc8cp       Container image "gabrieldores/tcc-api:v1" already present on machine
58s         Normal   Started                   pod/tcc-api-bluegreen-787bdcb856-jgm78       Started container tcc-api
58s         Normal   Created                   pod/tcc-api-bluegreen-787bdcb856-jgm78       Created container: tcc-api
58s         Normal   Pulled                    pod/tcc-api-bluegreen-787bdcb856-jgm78       Container image "gabrieldores/tcc-api:v1" already present on machine
44s         Normal   AnalysisRunRunning        rollout/tcc-api-bluegreen                    PrePromotion Analysis Run 'tcc-api-bluegreen-787bdcb856-12-pre' Status New: 'Running' Previous: ''
32s         Normal   Killing                   pod/tcc-api-canary-86c5dc54d7-bpr5p          Stopping container tcc-api
32s         Normal   SuccessfulCreate          replicaset/tcc-api-canary-86c5dc54d7         Created pod: tcc-api-canary-86c5dc54d7-r7rdd
31s         Normal   Pulled                    pod/tcc-api-canary-86c5dc54d7-r7rdd          Container image "gabrieldores/tcc-api:v1" already present on machine
31s         Normal   Created                   pod/tcc-api-canary-86c5dc54d7-r7rdd          Created container: tcc-api
30s         Normal   Started                   pod/tcc-api-canary-86c5dc54d7-r7rdd          Started container tcc-api
